sales_id,date,store_id,product_id,quantity_sold,revenue,promotion_applied,customer_demand_level,festive_period,inflation_period,stockout_event
59362,28/02/2025,1,2,35,145495,Yes,Medium,No,Yes,No
59363,28/02/2025,1,3,34,320790,No,Medium,No,Yes,No
59364,28/02/2025,1,4,22,21736,No,Medium,No,Yes,Yes
59365,28/02/2025,1,5,23,238349,No,Medium,No,Yes,No
59366,28/02/2025,1,6,26,289822,Yes,Medium,No,Yes,No
59367,28/02/2025,1,7,41,322219,Yes,High,No,Yes,Yes
59368,28/02/2025,1,8,9,28035,Yes,Low,No,Yes,No
59369,28/02/2025,1,9,41,124927,Yes,High,No,Yes,Yes
59370,28/02/2025,1,10,24,48456,No,Medium,No,Yes,No
59371,28/02/2025,1,11,32,196320,No,Medium,No,Yes,No
59372,28/02/2025,1,12,31,248837,No,Medium,No,Yes,No
59373,28/02/2025,1,13,24,229056,Yes,Medium,No,Yes,No
59374,28/02/2025,1,14,5,18250,No,Low,No,Yes,No
59375,28/02/2025,1,15,58,245514,Yes,High,No,Yes,No
59376,28/02/2025,1,16,12,51768,No,Low,No,Yes,No
59377,28/02/2025,1,17,8,63424,No,Low,No,Yes,No
59378,28/02/2025,1,18,15,98475,Yes,Low,No,Yes,No
59379,28/02/2025,1,19,26,304174,No,Medium,No,Yes,No
59380,28/02/2025,1,20,33,148830,No,Medium,No,Yes,No
59381,28/02/2025,2,1,32,351232,Yes,Medium,No,Yes,No
59382,28/02/2025,2,2,34,141338,No,Medium,No,Yes,Yes
59383,28/02/2025,2,3,27,254745,Yes,Medium,No,Yes,Yes
59384,28/02/2025,2,4,29,28652,Yes,Medium,No,Yes,Yes
59385,28/02/2025,2,5,21,217623,No,Medium,No,Yes,Yes
59386,28/02/2025,2,6,8,89176,No,Low,No,Yes,No
59387,28/02/2025,2,7,45,353655,Yes,High,No,Yes,No
59388,28/02/2025,2,8,13,40495,No,Low,No,Yes,Yes
59389,28/02/2025,2,9,16,48752,Yes,Low,No,Yes,No
59390,28/02/2025,2,10,26,52494,No,Medium,No,Yes,No
59391,28/02/2025,2,11,20,122700,No,Medium,No,Yes,No
59392,28/02/2025,2,12,34,272918,Yes,Medium,No,Yes,No
59393,28/02/2025,2,13,18,171792,Yes,Low,No,Yes,Yes
59394,28/02/2025,2,14,25,91250,Yes,Medium,No,Yes,No
59395,28/02/2025,2,15,46,194718,Yes,High,No,Yes,Yes
59396,28/02/2025,2,16,10,43140,Yes,Low,No,Yes,Yes
59397,28/02/2025,2,17,13,103064,No,Low,No,Yes,No
59398,28/02/2025,2,18,1,6565,Yes,Low,No,Yes,Yes
59399,28/02/2025,2,19,13,152087,Yes,Low,No,Yes,No
59400,28/02/2025,2,20,43,193930,Yes,High,No,Yes,Yes
59401,28/02/2025,3,1,39,428064,No,Medium,No,Yes,No
59402,28/02/2025,3,2,30,124710,Yes,Medium,No,Yes,No
59403,28/02/2025,3,3,11,103785,Yes,Low,No,Yes,No
59404,28/02/2025,3,4,13,12844,Yes,Low,No,Yes,No
59405,28/02/2025,3,5,12,124356,Yes,Low,No,Yes,Yes
59406,28/02/2025,3,6,35,390145,No,Medium,No,Yes,Yes
59407,28/02/2025,3,7,42,330078,Yes,High,No,Yes,Yes
59408,28/02/2025,3,8,34,105910,No,Medium,No,Yes,No
59409,28/02/2025,3,9,6,18282,No,Low,No,Yes,No
59410,28/02/2025,3,10,19,38361,No,Low,No,Yes,No
59411,28/02/2025,3,11,6,36810,Yes,Low,No,Yes,No
59412,28/02/2025,3,12,36,288972,No,Medium,No,Yes,No
59413,28/02/2025,3,13,30,286320,Yes,Medium,No,Yes,No
59414,28/02/2025,3,14,22,80300,No,Medium,No,Yes,No
59415,28/02/2025,3,15,17,71961,No,Low,No,Yes,Yes
59416,28/02/2025,3,16,9,38826,No,Low,No,Yes,Yes
59417,28/02/2025,3,17,14,110992,No,Low,No,Yes,No
59418,28/02/2025,3,18,26,170690,Yes,Medium,No,Yes,No
59419,28/02/2025,3,19,44,514756,Yes,High,No,Yes,No
59420,28/02/2025,3,20,7,31570,Yes,Low,No,Yes,No
59421,28/02/2025,4,1,20,219520,No,Medium,No,Yes,No
59422,28/02/2025,4,2,34,141338,Yes,Medium,No,Yes,Yes
59423,28/02/2025,4,3,33,311355,Yes,Medium,No,Yes,Yes
59424,28/02/2025,4,4,14,13832,No,Low,No,Yes,Yes
59425,28/02/2025,4,5,30,310890,Yes,Medium,No,Yes,No
59426,28/02/2025,4,6,2,22294,No,Low,No,Yes,Yes
59427,28/02/2025,4,7,40,314360,Yes,High,No,Yes,No
59428,28/02/2025,4,8,13,40495,No,Low,No,Yes,No
59429,28/02/2025,4,9,26,79222,No,Medium,No,Yes,No
59430,28/02/2025,4,10,36,72684,Yes,Medium,No,Yes,No
59431,28/02/2025,4,11,29,177915,Yes,Medium,No,Yes,Yes
59432,28/02/2025,4,12,10,80270,No,Low,No,Yes,No
59433,28/02/2025,4,13,24,229056,No,Medium,No,Yes,No
59434,28/02/2025,4,14,11,40150,No,Low,No,Yes,No
59435,28/02/2025,4,15,23,97359,Yes,Medium,No,Yes,No
59436,28/02/2025,4,16,1,4314,No,Low,No,Yes,No
59437,28/02/2025,4,17,31,245768,Yes,Medium,No,Yes,No
59438,28/02/2025,4,18,29,190385,No,Medium,No,Yes,No
59439,28/02/2025,4,19,35,409465,Yes,Medium,No,Yes,No
59440,28/02/2025,4,20,13,58630,No,Low,No,Yes,Yes
59441,28/02/2025,5,1,20,219520,Yes,Medium,No,Yes,No
59442,28/02/2025,5,2,26,108082,Yes,Medium,No,Yes,No
59443,28/02/2025,5,3,23,217005,No,Medium,No,Yes,No
59444,28/02/2025,5,4,4,3952,No,Low,No,Yes,No
59445,28/02/2025,5,5,18,186534,Yes,Low,No,Yes,No
59446,28/02/2025,5,6,17,189499,Yes,Low,No,Yes,Yes
59447,28/02/2025,5,7,18,141462,No,Low,No,Yes,No
59448,28/02/2025,5,8,40,124600,Yes,High,No,Yes,No
59449,28/02/2025,5,9,37,112739,Yes,Medium,No,Yes,No
59450,28/02/2025,5,10,4,8076,No,Low,No,Yes,No
59451,28/02/2025,5,11,8,49080,No,Low,No,Yes,Yes
59452,28/02/2025,5,12,36,288972,Yes,Medium,No,Yes,Yes
59453,28/02/2025,5,13,32,305408,No,Medium,No,Yes,No
59454,28/02/2025,5,14,37,135050,Yes,Medium,No,Yes,No
59455,28/02/2025,5,15,60,253980,Yes,High,No,Yes,No
59456,28/02/2025,5,16,34,146676,No,Medium,No,Yes,No
59457,28/02/2025,5,17,29,229912,Yes,Medium,No,Yes,No
59458,28/02/2025,5,18,24,157560,Yes,Medium,No,Yes,No
59459,28/02/2025,5,19,17,198883,No,Low,No,Yes,No
59460,28/02/2025,5,20,44,198440,Yes,High,No,Yes,No
59461,28/02/2025,6,1,16,175616,No,Low,No,Yes,Yes
59462,28/02/2025,6,2,8,33256,No,Low,No,Yes,No
59463,28/02/2025,6,3,36,339660,No,Medium,No,Yes,No
59464,28/02/2025,6,4,23,22724,Yes,Medium,No,Yes,No
59465,28/02/2025,6,5,33,341979,No,Medium,No,Yes,Yes
59466,28/02/2025,6,6,27,300969,No,Medium,No,Yes,No
59467,28/02/2025,6,7,19,149321,No,Low,No,Yes,Yes
59468,28/02/2025,6,8,9,28035,No,Low,No,Yes,Yes
59469,28/02/2025,6,9,1,3047,Yes,Low,No,Yes,Yes
59470,28/02/2025,6,10,27,54513,No,Medium,No,Yes,No
59471,28/02/2025,6,11,36,220860,Yes,Medium,No,Yes,No
59472,28/02/2025,6,12,18,144486,No,Low,No,Yes,No
59473,28/02/2025,6,13,13,124072,Yes,Low,No,Yes,No
59474,28/02/2025,6,14,7,25550,No,Low,No,Yes,No
59475,28/02/2025,6,15,54,228582,Yes,High,No,Yes,No
59476,28/02/2025,6,16,1,4314,Yes,Low,No,Yes,Yes
59477,28/02/2025,6,17,21,166488,No,Medium,No,Yes,No
59478,28/02/2025,6,18,13,85345,Yes,Low,No,Yes,No
59479,28/02/2025,6,19,41,479659,Yes,High,No,Yes,No
59480,28/02/2025,6,20,34,153340,No,Medium,No,Yes,No
59481,28/02/2025,7,1,30,329280,No,Medium,No,Yes,No
59482,28/02/2025,7,2,17,70669,Yes,Low,No,Yes,No
59483,28/02/2025,7,3,9,84915,Yes,Low,No,Yes,Yes
59484,28/02/2025,7,4,1,988,No,Low,No,Yes,No
59485,28/02/2025,7,5,29,300527,Yes,Medium,No,Yes,No
59486,28/02/2025,7,6,6,66882,Yes,Low,No,Yes,No
59487,28/02/2025,7,7,7,55013,Yes,Low,No,Yes,Yes
59488,28/02/2025,7,8,12,37380,No,Low,No,Yes,No
59489,28/02/2025,7,9,19,57893,No,Low,No,Yes,No
59490,28/02/2025,7,10,6,12114,No,Low,No,Yes,No
59491,28/02/2025,7,11,27,165645,Yes,Medium,No,Yes,No
59492,28/02/2025,7,12,5,40135,No,Low,No,Yes,No
59493,28/02/2025,7,13,44,419936,Yes,High,No,Yes,No
59494,28/02/2025,7,14,1,3650,Yes,Low,No,Yes,No
59495,28/02/2025,7,15,32,135456,Yes,Medium,No,Yes,No
59496,28/02/2025,7,16,30,129420,Yes,Medium,No,Yes,No
59497,28/02/2025,7,17,31,245768,No,Medium,No,Yes,No
59498,28/02/2025,7,18,1,6565,Yes,Low,No,Yes,No
59499,28/02/2025,7,19,17,198883,Yes,Low,No,Yes,Yes
59500,28/02/2025,7,20,28,126280,Yes,Medium,No,Yes,No
59501,01/03/2025,1,1,52,570752,No,High,No,Yes,Yes
59502,01/03/2025,1,2,35,145495,Yes,Medium,No,Yes,No
59503,01/03/2025,1,3,36,339660,Yes,Medium,No,Yes,No
59504,01/03/2025,1,4,41,40508,No,High,No,Yes,No
59505,01/03/2025,1,5,35,362705,No,Medium,No,Yes,No
59506,01/03/2025,1,6,1,11147,Yes,Low,No,Yes,No
59507,01/03/2025,1,7,50,392950,Yes,High,No,Yes,No
59508,01/03/2025,1,8,22,68530,Yes,Medium,No,Yes,Yes
59509,01/03/2025,1,9,33,100551,No,Medium,No,Yes,Yes
59510,01/03/2025,1,10,16,32304,Yes,Low,No,Yes,No
59511,01/03/2025,1,11,26,159510,Yes,Medium,No,Yes,Yes
59512,01/03/2025,1,12,9,72243,Yes,Low,No,Yes,No
59513,01/03/2025,1,13,24,229056,Yes,Medium,No,Yes,No
59514,01/03/2025,1,14,19,69350,No,Low,No,Yes,No
59515,01/03/2025,1,15,24,101592,Yes,Medium,No,Yes,No
59516,01/03/2025,1,16,34,146676,Yes,Medium,No,Yes,No
59517,01/03/2025,1,17,4,31712,No,Low,No,Yes,No
59518,01/03/2025,1,18,12,78780,No,Low,No,Yes,Yes
59519,01/03/2025,1,19,36,421164,No,Medium,No,Yes,No
59520,01/03/2025,1,20,12,54120,No,Low,No,Yes,No
59521,01/03/2025,2,1,58,636608,Yes,High,No,Yes,No
59522,01/03/2025,2,2,12,49884,Yes,Low,No,Yes,Yes
59523,01/03/2025,2,3,38,358530,Yes,Medium,No,Yes,Yes
59524,01/03/2025,2,4,1,988,No,Low,No,Yes,No
59525,01/03/2025,2,5,14,145082,Yes,Low,No,Yes,No
59526,01/03/2025,2,6,9,100323,Yes,Low,No,Yes,No
59527,01/03/2025,2,7,52,408668,Yes,High,No,Yes,No
59528,01/03/2025,2,8,14,43610,Yes,Low,No,Yes,No
59529,01/03/2025,2,9,7,21329,No,Low,No,Yes,No
59530,01/03/2025,2,10,27,54513,No,Medium,No,Yes,No
59531,01/03/2025,2,11,10,61350,No,Low,No,Yes,Yes
59532,01/03/2025,2,12,11,88297,Yes,Low,No,Yes,Yes
59533,01/03/2025,2,13,19,181336,Yes,Low,No,Yes,No
59534,01/03/2025,2,14,4,14600,Yes,Low,No,Yes,No
59535,01/03/2025,2,15,28,118524,Yes,Medium,No,Yes,No
59536,01/03/2025,2,16,26,112164,Yes,Medium,No,Yes,No
59537,01/03/2025,2,17,25,198200,Yes,Medium,No,Yes,No
59538,01/03/2025,2,18,27,177255,No,Medium,No,Yes,Yes
59539,01/03/2025,2,19,34,397766,No,Medium,No,Yes,Yes
59540,01/03/2025,2,20,27,121770,Yes,Medium,No,Yes,No
59541,01/03/2025,3,1,39,428064,No,Medium,No,Yes,Yes
59542,01/03/2025,3,2,27,112239,Yes,Medium,No,Yes,No
59543,01/03/2025,3,3,22,207570,No,Medium,No,Yes,Yes
59544,01/03/2025,3,4,31,30628,Yes,Medium,No,Yes,No
59545,01/03/2025,3,5,14,145082,No,Low,No,Yes,No
59546,01/03/2025,3,6,36,401292,No,Medium,No,Yes,No
59547,01/03/2025,3,7,38,298642,No,Medium,No,Yes,Yes
59548,01/03/2025,3,8,9,28035,No,Low,No,Yes,No
59549,01/03/2025,3,9,23,70081,No,Medium,No,Yes,No
59550,01/03/2025,3,10,19,38361,Yes,Low,No,Yes,No
59551,01/03/2025,3,11,19,116565,No,Low,No,Yes,No
59552,01/03/2025,3,12,13,104351,No,Low,No,Yes,Yes
59553,01/03/2025,3,13,26,248144,No,Medium,No,Yes,Yes
59554,01/03/2025,3,14,21,76650,Yes,Medium,No,Yes,No
59555,01/03/2025,3,15,29,122757,No,Medium,No,Yes,No
59556,01/03/2025,3,16,35,150990,No,Medium,No,Yes,No
59557,01/03/2025,3,17,7,55496,Yes,Low,No,Yes,Yes
59558,01/03/2025,3,18,24,157560,No,Medium,No,Yes,Yes
59559,01/03/2025,3,19,20,233980,No,Medium,No,Yes,No
59560,01/03/2025,3,20,25,112750,Yes,Medium,No,Yes,No
59561,01/03/2025,4,1,47,515872,No,High,No,Yes,No
59562,01/03/2025,4,2,39,162123,Yes,Medium,No,Yes,Yes
59563,01/03/2025,4,3,5,47175,Yes,Low,No,Yes,No
59564,01/03/2025,4,4,34,33592,Yes,Medium,No,Yes,No
59565,01/03/2025,4,5,40,414520,No,High,No,Yes,No
59566,01/03/2025,4,6,31,345557,Yes,Medium,No,Yes,No
59567,01/03/2025,4,7,32,251488,Yes,Medium,No,Yes,No
59568,01/03/2025,4,8,5,15575,Yes,Low,No,Yes,No
59569,01/03/2025,4,9,6,18282,Yes,Low,No,Yes,No
59570,01/03/2025,4,10,49,98931,Yes,High,No,Yes,No
59571,01/03/2025,4,11,25,153375,No,Medium,No,Yes,Yes
59572,01/03/2025,4,12,8,64216,Yes,Low,No,Yes,No
59573,01/03/2025,4,13,28,267232,Yes,Medium,No,Yes,No
59574,01/03/2025,4,14,29,105850,Yes,Medium,No,Yes,No
59575,01/03/2025,4,15,13,55029,No,Low,No,Yes,No
59576,01/03/2025,4,16,2,8628,No,Low,No,Yes,No
59577,01/03/2025,4,17,32,253696,No,Medium,No,Yes,No
59578,01/03/2025,4,18,26,170690,No,Medium,No,Yes,No
59579,01/03/2025,4,19,28,327572,Yes,Medium,No,Yes,No
59580,01/03/2025,4,20,21,94710,No,Medium,No,Yes,No
59581,01/03/2025,5,1,37,406112,No,Medium,No,Yes,No
59582,01/03/2025,5,2,7,29099,No,Low,No,Yes,Yes
59583,01/03/2025,5,3,41,386835,Yes,High,No,Yes,Yes
59584,01/03/2025,5,4,28,27664,Yes,Medium,No,Yes,Yes
59585,01/03/2025,5,5,35,362705,Yes,Medium,No,Yes,Yes
59586,01/03/2025,5,6,34,378998,No,Medium,No,Yes,No
59587,01/03/2025,5,7,45,353655,No,High,No,Yes,No
59588,01/03/2025,5,8,18,56070,No,Low,No,Yes,No
59589,01/03/2025,5,9,1,3047,Yes,Low,No,Yes,No
59590,01/03/2025,5,10,38,76722,Yes,Medium,No,Yes,No
59591,01/03/2025,5,11,17,104295,Yes,Low,No,Yes,No
59592,01/03/2025,5,12,20,160540,No,Medium,No,Yes,Yes
59593,01/03/2025,5,13,29,276776,Yes,Medium,No,Yes,Yes
59594,01/03/2025,5,14,24,87600,Yes,Medium,No,Yes,No
59595,01/03/2025,5,15,56,237048,Yes,High,No,Yes,No
59596,01/03/2025,5,16,12,51768,Yes,Low,No,Yes,Yes
59597,01/03/2025,5,17,21,166488,Yes,Medium,No,Yes,Yes
59598,01/03/2025,5,18,39,256035,Yes,Medium,No,Yes,No
59599,01/03/2025,5,19,9,105291,Yes,Low,No,Yes,Yes
59600,01/03/2025,5,20,10,45100,Yes,Low,No,Yes,No
59601,01/03/2025,6,1,19,208544,Yes,Low,No,Yes,Yes
59602,01/03/2025,6,2,14,58198,Yes,Low,No,Yes,No
59603,01/03/2025,6,3,1,9435,Yes,Low,No,Yes,Yes
59604,01/03/2025,6,4,15,14820,Yes,Low,No,Yes,No
59605,01/03/2025,6,5,1,10363,No,Low,No,Yes,No
59606,01/03/2025,6,6,43,479321,No,High,No,Yes,No
59607,01/03/2025,6,7,33,259347,Yes,Medium,No,Yes,No
59608,01/03/2025,6,8,23,71645,Yes,Medium,No,Yes,Yes
59609,01/03/2025,6,9,20,60940,Yes,Medium,No,Yes,No
59610,01/03/2025,6,10,35,70665,No,Medium,No,Yes,No
59611,01/03/2025,6,11,30,184050,No,Medium,No,Yes,No
59612,01/03/2025,6,12,18,144486,No,Low,No,Yes,Yes
59613,01/03/2025,6,13,19,181336,Yes,Low,No,Yes,Yes
59614,01/03/2025,6,14,44,160600,Yes,High,No,Yes,No
59615,01/03/2025,6,15,9,38097,No,Low,No,Yes,No
59616,01/03/2025,6,16,23,99222,Yes,Medium,No,Yes,No
59617,01/03/2025,6,17,19,150632,Yes,Low,No,Yes,Yes
59618,01/03/2025,6,18,2,13130,No,Low,No,Yes,Yes
59619,01/03/2025,6,19,33,386067,Yes,Medium,No,Yes,No
59620,01/03/2025,6,20,47,211970,Yes,High,No,Yes,No
59621,01/03/2025,7,1,34,373184,No,Medium,No,Yes,Yes
59622,01/03/2025,7,2,22,91454,No,Medium,No,Yes,No
59623,01/03/2025,7,3,19,179265,No,Low,No,Yes,No
59624,01/03/2025,7,4,4,3952,Yes,Low,No,Yes,No
59625,01/03/2025,7,5,24,248712,No,Medium,No,Yes,Yes
59626,01/03/2025,7,6,25,278675,Yes,Medium,No,Yes,No
59627,01/03/2025,7,7,13,102167,Yes,Low,No,Yes,No
59628,01/03/2025,7,8,37,115255,No,Medium,No,Yes,No
59629,01/03/2025,7,9,34,103598,Yes,Medium,No,Yes,No
59630,01/03/2025,7,10,32,64608,No,Medium,No,Yes,Yes
59631,01/03/2025,7,11,35,214725,Yes,Medium,No,Yes,No
59632,01/03/2025,7,12,10,80270,No,Low,No,Yes,No
59633,01/03/2025,7,13,8,76352,No,Low,No,Yes,Yes
59634,01/03/2025,7,14,10,36500,Yes,Low,No,Yes,Yes
59635,01/03/2025,7,15,15,63495,Yes,Low,No,Yes,No
59636,01/03/2025,7,16,40,172560,Yes,High,No,Yes,No
59637,01/03/2025,7,17,15,118920,No,Low,No,Yes,No
59638,01/03/2025,7,18,15,98475,No,Low,No,Yes,No
59639,01/03/2025,7,19,24,280776,Yes,Medium,No,Yes,No
59640,01/03/2025,7,20,22,99220,Yes,Medium,No,Yes,No
59641,02/03/2025,1,1,35,384160,Yes,Medium,No,Yes,No
59642,02/03/2025,1,2,35,145495,No,Medium,No,Yes,No
59643,02/03/2025,1,3,15,141525,Yes,Low,No,Yes,No
59644,02/03/2025,1,4,7,6916,No,Low,No,Yes,No
59645,02/03/2025,1,5,23,238349,No,Medium,No,Yes,Yes
59646,02/03/2025,1,6,26,289822,No,Medium,No,Yes,Yes
59647,02/03/2025,1,7,14,110026,Yes,Low,No,Yes,No
59648,02/03/2025,1,8,18,56070,Yes,Low,No,Yes,No
59649,02/03/2025,1,9,1,3047,Yes,Low,No,Yes,No
59650,02/03/2025,1,10,17,34323,No,Low,No,Yes,No
59651,02/03/2025,1,11,8,49080,Yes,Low,No,Yes,No
59652,02/03/2025,1,12,33,264891,No,Medium,No,Yes,No
59653,02/03/2025,1,13,28,267232,Yes,Medium,No,Yes,No
59654,02/03/2025,1,14,18,65700,No,Low,No,Yes,No
59655,02/03/2025,1,15,64,270912,No,High,No,Yes,No
59656,02/03/2025,1,16,28,120792,Yes,Medium,No,Yes,Yes
59657,02/03/2025,1,17,25,198200,Yes,Medium,No,Yes,No
59658,02/03/2025,1,18,18,118170,No,Low,No,Yes,Yes
59659,02/03/2025,1,19,5,58495,Yes,Low,No,Yes,No
59660,02/03/2025,1,20,20,90200,No,Medium,No,Yes,No
59661,02/03/2025,2,1,31,340256,No,Medium,No,Yes,No
59662,02/03/2025,2,2,28,116396,No,Medium,No,Yes,No
59663,02/03/2025,2,3,28,264180,No,Medium,No,Yes,No
59664,02/03/2025,2,4,21,20748,No,Medium,No,Yes,No
59665,02/03/2025,2,5,24,248712,No,Medium,No,Yes,Yes
59666,02/03/2025,2,6,31,345557,No,Medium,No,Yes,No
59667,02/03/2025,2,7,49,385091,No,High,No,Yes,No
59668,02/03/2025,2,8,10,31150,No,Low,No,Yes,No
59669,02/03/2025,2,9,33,100551,Yes,Medium,No,Yes,No
59670,02/03/2025,2,10,30,60570,Yes,Medium,No,Yes,No
59671,02/03/2025,2,11,31,190185,Yes,Medium,No,Yes,No
59672,02/03/2025,2,12,26,208702,No,Medium,No,Yes,No
59673,02/03/2025,2,13,36,343584,Yes,Medium,No,Yes,Yes
59674,02/03/2025,2,14,12,43800,No,Low,No,Yes,No
59675,02/03/2025,2,15,21,88893,No,Medium,No,Yes,Yes
59676,02/03/2025,2,16,43,185502,No,High,No,Yes,No
59677,02/03/2025,2,17,24,190272,Yes,Medium,No,Yes,No
59678,02/03/2025,2,18,6,39390,No,Low,No,Yes,No
59679,02/03/2025,2,19,19,222281,No,Low,No,Yes,No
59680,02/03/2025,2,20,43,193930,Yes,High,No,Yes,Yes
59681,02/03/2025,3,1,29,318304,Yes,Medium,No,Yes,Yes
59682,02/03/2025,3,2,14,58198,No,Low,No,Yes,No
59683,02/03/2025,3,3,23,217005,Yes,Medium,No,Yes,Yes
59684,02/03/2025,3,4,48,47424,Yes,High,No,Yes,No
59685,02/03/2025,3,5,33,341979,No,Medium,No,Yes,No
59686,02/03/2025,3,6,8,89176,Yes,Low,No,Yes,Yes
59687,02/03/2025,3,7,55,432245,Yes,High,No,Yes,No
59688,02/03/2025,3,8,29,90335,No,Medium,No,Yes,No
59689,02/03/2025,3,9,46,140162,Yes,High,No,Yes,No
59690,02/03/2025,3,10,47,94893,Yes,High,No,Yes,No
59691,02/03/2025,3,11,5,30675,Yes,Low,No,Yes,No
59692,02/03/2025,3,12,22,176594,No,Medium,No,Yes,No
59693,02/03/2025,3,13,30,286320,Yes,Medium,No,Yes,No
59694,02/03/2025,3,14,37,135050,Yes,Medium,No,Yes,No
59695,02/03/2025,3,15,16,67728,Yes,Low,No,Yes,No
59696,02/03/2025,3,16,32,138048,No,Medium,No,Yes,No
59697,02/03/2025,3,17,12,95136,No,Low,No,Yes,Yes
59698,02/03/2025,3,18,19,124735,No,Low,No,Yes,No
59699,02/03/2025,3,19,10,116990,Yes,Low,No,Yes,No
59700,02/03/2025,3,20,20,90200,No,Medium,No,Yes,No
59701,02/03/2025,4,1,57,625632,Yes,High,No,Yes,No
59702,02/03/2025,4,2,26,108082,Yes,Medium,No,Yes,No
59703,02/03/2025,4,3,2,18870,No,Low,No,Yes,No
59704,02/03/2025,4,4,41,40508,No,High,No,Yes,No
59705,02/03/2025,4,5,27,279801,No,Medium,No,Yes,No
59706,02/03/2025,4,6,27,300969,No,Medium,No,Yes,Yes
59707,02/03/2025,4,7,26,204334,No,Medium,No,Yes,Yes
59708,02/03/2025,4,8,5,15575,No,Low,No,Yes,No
59709,02/03/2025,4,9,37,112739,Yes,Medium,No,Yes,No
59710,02/03/2025,4,10,23,46437,No,Medium,No,Yes,No
59711,02/03/2025,4,11,33,202455,Yes,Medium,No,Yes,No
59712,02/03/2025,4,12,28,224756,No,Medium,No,Yes,Yes
59713,02/03/2025,4,13,11,104984,Yes,Low,No,Yes,Yes
59714,02/03/2025,4,14,13,47450,No,Low,No,Yes,No
59715,02/03/2025,4,15,52,220116,Yes,High,No,Yes,No
59716,02/03/2025,4,16,1,4314,No,Low,No,Yes,No
59717,02/03/2025,4,17,32,253696,Yes,Medium,No,Yes,No
59718,02/03/2025,4,18,22,144430,No,Medium,No,Yes,No
59719,02/03/2025,4,19,5,58495,Yes,Low,No,Yes,No
59720,02/03/2025,4,20,34,153340,No,Medium,No,Yes,No
59721,02/03/2025,5,1,47,515872,No,High,No,Yes,No
59722,02/03/2025,5,2,42,174594,No,High,No,Yes,No
59723,02/03/2025,5,3,8,75480,No,Low,No,Yes,No
59724,02/03/2025,5,4,1,988,No,Low,No,Yes,Yes
59725,02/03/2025,5,5,21,217623,Yes,Medium,No,Yes,No
59726,02/03/2025,5,6,17,189499,Yes,Low,No,Yes,No
59727,02/03/2025,5,7,29,227911,No,Medium,No,Yes,No
59728,02/03/2025,5,8,9,28035,No,Low,No,Yes,No
59729,02/03/2025,5,9,14,42658,Yes,Low,No,Yes,No
59730,02/03/2025,5,10,2,4038,No,Low,No,Yes,Yes
59731,02/03/2025,5,11,35,214725,Yes,Medium,No,Yes,No
59732,02/03/2025,5,12,23,184621,No,Medium,No,Yes,No
59733,02/03/2025,5,13,6,57264,Yes,Low,No,Yes,Yes
59734,02/03/2025,5,14,26,94900,No,Medium,No,Yes,No
59735,02/03/2025,5,15,40,169320,Yes,High,No,Yes,No
59736,02/03/2025,5,16,15,64710,No,Low,No,Yes,No
59737,02/03/2025,5,17,32,253696,No,Medium,No,Yes,Yes
59738,02/03/2025,5,18,21,137865,No,Medium,No,Yes,No
59739,02/03/2025,5,19,52,608348,Yes,High,No,Yes,No
59740,02/03/2025,5,20,16,72160,No,Low,No,Yes,No
59741,02/03/2025,6,1,1,10976,No,Low,No,Yes,No
59742,02/03/2025,6,2,28,116396,No,Medium,No,Yes,No
59743,02/03/2025,6,3,14,132090,No,Low,No,Yes,No
59744,02/03/2025,6,4,42,41496,Yes,High,No,Yes,No
59745,02/03/2025,6,5,24,248712,Yes,Medium,No,Yes,No
59746,02/03/2025,6,6,34,378998,Yes,Medium,No,Yes,No
59747,02/03/2025,6,7,48,377232,No,High,No,Yes,No
59748,02/03/2025,6,8,29,90335,Yes,Medium,No,Yes,No
59749,02/03/2025,6,9,5,15235,No,Low,No,Yes,No
59750,02/03/2025,6,10,10,20190,No,Low,No,Yes,No
59751,02/03/2025,6,11,26,159510,No,Medium,No,Yes,No
59752,02/03/2025,6,12,21,168567,Yes,Medium,No,Yes,Yes
59753,02/03/2025,6,13,21,200424,No,Medium,No,Yes,Yes
59754,02/03/2025,6,14,28,102200,No,Medium,No,Yes,No
59755,02/03/2025,6,15,30,126990,Yes,Medium,No,Yes,No
59756,02/03/2025,6,16,21,90594,Yes,Medium,No,Yes,No
59757,02/03/2025,6,17,10,79280,Yes,Low,No,Yes,No
59758,02/03/2025,6,18,4,26260,Yes,Low,No,Yes,No
59759,02/03/2025,6,19,30,350970,Yes,Medium,No,Yes,No
59760,02/03/2025,6,20,1,4510,No,Low,No,Yes,No
59761,02/03/2025,7,1,1,10976,Yes,Low,No,Yes,No
59762,02/03/2025,7,2,10,41570,No,Low,No,Yes,Yes
59763,02/03/2025,7,3,23,217005,No,Medium,No,Yes,No
59764,02/03/2025,7,4,10,9880,No,Low,No,Yes,No
59765,02/03/2025,7,5,1,10363,Yes,Low,No,Yes,No
59766,02/03/2025,7,6,12,133764,Yes,Low,No,Yes,No
59767,02/03/2025,7,7,4,31436,Yes,Low,No,Yes,Yes
59768,02/03/2025,7,8,3,9345,Yes,Low,No,Yes,Yes
59769,02/03/2025,7,9,19,57893,Yes,Low,No,Yes,No
59770,02/03/2025,7,10,8,16152,Yes,Low,No,Yes,No
59771,02/03/2025,7,11,6,36810,Yes,Low,No,Yes,Yes
59772,02/03/2025,7,12,9,72243,Yes,Low,No,Yes,Yes
